0
6,70621856336105E-05
0,000180389101659036
-0,000221401064243783
-0,000893290354520535
-0,0047659939720667
0,00669732637109671
0,00318629004258342
-0,00631625953156191
0,00189416454608045
-0,00667032799906305
0,0181941738293314
-0,0172505139658678
-0,0160867476175395
0,0508928210813707
-0,0269760264584073
-0,00814132738051177
0,0104683413030458
-0,0469762125437452
0,00375988695965266
0,0916447252789244
-0,0417187496483227
-0,0502799318806123
0,111508597489003
-0,107303280800475
-0,12472566208351
0,176868981629656
0,242632954999997
-0,271320808505312
-0,334762994845726
0,490510491040266
0,198345939427033
-0,542590010233398
0,0397567216994786
0,220207787365062
0,0650455637780483
-0,143195406629007
-0,307748872103247
0,380224272266765
0,302913388671619
-0,382453252652007
-0,289044317685096
0,321775214528029
0,188309094495136
-0,316322595455344
0,280990385769402
0,310859256751718
-0,770406201219113
-0,356772504458355
0,643843902732087
0,643199338313994
-0,658628892692819
-0,354602179872672
0,809531215321684
-0,623960682688514
-0,329676527805076
0,605073954305826
0,21063177749702
0,230839062947107
-0,847195821964659
-0,492967234783161
1,0668148353954
0,429075627121108
-0,489701228039429
-0,77148515321629
0,0807199444456092
1,25064288704442
0,0506761865754335
-1,29088192168726
-0,790295150387289
1,537343710009
0,462722560412328
-0,665335191552987
0,389533174643114
-0,467257254783166
-0,961467004576621
0,511996897623482
1,33545358304529
0,164851627608025
-1,96359119251602
-0,401399291288763
2,88839224533851
-1,1564631849463
-1,72419336435545
2,09473766602604
-0,217849727449726
-1,89085111273394
1,34627160834224
0,352623695802837
0,419732353891132
0,120007675434599
-2,45506188840887
1,69941084291468
0,496823708992196
-1,76614083329229
1,490766751031
-0,577583953958649
0,0966751827330616
1,5002039165369
-0,376206103460257
-2,77434129794758
-0,220318389749191
4,21893578038862
-1,30073028785056
-1,50643055708096
1,65323140441578
-2,11656197819305
-1,41356598992406
1,86071774773057
1,68092935954244
2,51284838090226
-2,51925453284913
-8,23281509807246
9,01361305786713
-8,64319842830833
11,5678373474798
16,6676420500134
-33,7105844999528
-0,00523694988125518
19,5484420781602
-2,36572770148374
-7,67634832850851
-1,5000093952643
3,94119447111426
4,10705015585569
-0,60111733350181
-4,10469101606815
-3,77029069109105
2,40429760053632
5,03338425974766
1,9937601013526
-4,05501578851607
-4,36386422749202
3,35540472175322
-0,230843824413377
-2,0459123703036
4,07836725218949
-0,441322264173172
-3,35631296223866
1,01846122278029
3,02140037170186
-0,880084776646706
-3,15197085132953
2,84167075703605
1,17110874213778
-0,871348050153716
1,8179194222723
-1,15723959435125
-3,23764454647784
-0,055271433096002
2,24555143944425
2,26156315541008
-1,35709537700059
-8,55618996380669
-1,29179175445829
8,24003338172862
-2,84433102631217
-5,99749498651747
4,61470637562668
5,89726866375159
16,6404716656018
19,0390722625916
-19,196578256553
-34,6864540738934
-4,77692960452355
16,9372131866697
8,41088178730218
-6,29979508678898
-7,49689256793913
2,60925093218548
7,20595981274993
-2,5963661814043
5,60497897683763
4,14976617907574
-7,58029290829742
-5,25894060467509
-2,73877295744228
9,12353822072626
3,50533610331539
-3,20092393813436
11,9871019948739
3,45205809867951
-11,4501251652632
-3,47911439416662
-4,19145968655262
-7,91548635653124
6,89914268871416
2,76594054552614
-2,95016428588198
4,10754523547069
1,69565047256249
-1,86837226770167
10,1325930503065
15,2573437371552
-12,5267398692246
-13,0071427310132
-8,28971659756637
-3,31187863638226
7,47488909891671
-10,4658158693104
-2,56044468683266
16,1344555516869
5,64879117553174
-5,33692398698617
-1,62158379018071
47,0672422257057
1,46457871486165
-16,3273226684263
33,7785991997699
-150,674798352169
-172,334321318358
190,347815063893
241,38036581583
-111,19714421181
-152,742597332366
80,356810795831
98,1900054168214
-47,8292665327016
-72,8267250606807
17,2133633364485
43,2065525049748
-1,38041342609852
-34,3501930073779
-6,65137599690683
25,0614604920687
3,85946240678857
-12,4136821402714
-13,4283584131973
6,83496960823877
15,8236768079954
-8,10758816285071
-4,13151769124891
3,80295016414834
-1,79064713999937
3,11295166968637
-1,8848460384751
-1,87383684893587
-0,380586252543271
2,38789804528279
3,53148923938155
-6,56498952140365
2,53970969777287
-4,16633340678021
-2,75720826112424
15,100379630148
-3,11954975768422
-11,5858367518401
4,76314652104585
3,80056993939925
-0,151654355920891
-4,6545345558625
-2,70361678434589
11,3060836415853
-6,27152843396872
-5,07935163001374
6,36944148854802
-3,64898099394739
10,95110230849
-4,09221081207779
-7,93782490319945
2,00367916113995
-2,83889387298088
3,12473761060019
9,9839021364751
9,11896360573483
-25,8434034362706
-15,9287184624304
24,3611286357715
6,36566121990482
-9,64566962003918
-7,4225583342634
11,5842787471714
13,2009604500997
-23,1541996876204
-0,958046094781358
20,8236492723541
-8,3500129817512
-12,9401744685599
1,14546975495835
15,9245341433105
-1,96197853427033
-12,4003203742959
10,4650093372756
7,78920757855716
-22,9826922524215
4,22400609554391
20,5978557542025
-16,1499197096477
-0,761628590741661
9,34911900369502
1,90764958078241
-12,0249201403068
-10,1002262545862
15,2069352997702
-8,18032457943858
-29,0315281417469
12,0871725734872
39,3908156906314
16,4546096598916
22,395235282812
16,2499191186024
-51,9686124890761
-52,4445755991853
62,642408358809
19,6094670002299
-52,339477835142
-46,7905627179732
19,7589536710361
28,2496053132003
-26,1666764523169
-5,24880274765778
18,020163244495
17,7753942364554
0,284884802870534
-7,98617959437851
