Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-23 11:52:08.409000,3946.12903226,0,4110.96774194,0,4123.5483871,0,4139.67741935,0,4134.19354839,0,4107.74193548,0,4090.0,0,4136.12903226,0,4098.06451613,0,4097.09677419,0,4110.0,0,4163.22580645,0,4407.09677419,0,4106.77419355,0,0,0,?
2018-08-23 11:52:08.415000,4052.90322581,0,4105.16129032,0,4098.38709677,0,4067.41935484,0,4072.25806452,0,4115.48387097,0,4132.58064516,0,4120.0,0,4120.32258065,0,4116.12903226,0,4144.19354839,0,4185.16129032,0,4501.29032258,0,4143.87096774,0,0,0,?
2018-08-23 11:52:08.423000,3984.83870968,0,4113.22580645,0,4116.4516129,0,4128.38709677,0,4110.96774194,0,4134.83870968,0,4095.16129032,0,4139.03225806,0,4105.80645161,0,4098.06451613,0,4102.58064516,0,4172.90322581,0,4455.80645161,0,4110.0,0,0,0,?
2018-08-23 11:52:08.434000,3991.93548387,0,4139.67741935,0,4130.32258065,0,4130.64516129,0,4130.32258065,0,4140.32258065,0,4130.0,0,4146.4516129,0,4100.32258065,0,4105.16129032,0,4100.64516129,0,4177.09677419,0,4440.32258065,0,4143.87096774,0,0,0,?
2018-08-23 11:52:08.439000,4034.83870968,0,4108.06451613,0,4121.93548387,0,4100.96774194,0,4102.58064516,0,4129.35483871,0,4154.83870968,0,4115.16129032,0,4108.38709677,0,4114.19354839,0,4140.0,0,4176.12903226,0,4476.4516129,0,4103.87096774,0,0,0,?
2018-08-23 11:52:08.448000,3961.29032258,0,4097.41935484,0,4131.61290323,0,4161.61290323,0,4147.74193548,0,4108.70967742,0,4087.09677419,0,4140.96774194,0,4100.96774194,0,4137.74193548,0,4118.06451613,0,4150.0,0,4410.96774194,0,4107.74193548,0,0,0,?
2018-08-23 11:52:08.456000,4049.35483871,0,4133.87096774,0,4101.29032258,0,4079.03225806,0,4088.38709677,0,4124.19354839,0,4149.03225806,0,4121.93548387,0,4117.41935484,0,4115.16129032,0,4134.51612903,0,4187.41935484,0,4487.41935484,0,4144.83870968,0,0,0,?
2018-08-23 11:52:08.464000,3954.51612903,0,4103.22580645,0,4111.29032258,0,4116.12903226,0,4145.80645161,0,4135.48387097,0,4108.70967742,0,4098.70967742,0,4102.58064516,0,4106.4516129,0,4142.90322581,0,4151.93548387,0,4420.96774194,0,4109.67741935,0,0,0,?
2018-08-23 11:52:08.470000,3991.61290323,0,4135.80645161,0,4133.5483871,0,4099.03225806,0,4130.0,0,4135.80645161,0,4139.35483871,0,4146.12903226,0,4103.5483871,0,4099.35483871,0,4135.80645161,0,4168.70967742,0,4428.70967742,0,4102.58064516,0,0,0,?
2018-08-23 11:52:08.478000,4050.64516129,0,4097.41935484,0,4111.29032258,0,4098.70967742,0,4100.96774194,0,4119.03225806,0,4134.19354839,0,4110.64516129,0,4109.35483871,0,4108.06451613,0,4142.90322581,0,4179.35483871,0,4481.61290323,0,4105.80645161,0,0,0,?
