Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-16 10:04:48.651000,4219.67741935,0,4147.41935484,0,4223.87096774,0,4185.80645161,0,4161.29032258,0,4198.38709677,0,4152.58064516,0,4161.61290323,0,4168.70967742,0,4244.51612903,0,4184.19354839,0,4159.67741935,0,4213.5483871,0,4192.58064516,0,0,0,?
2018-08-16 10:04:48.657000,4096.12903226,0,4146.77419355,0,4068.70967742,0,4156.77419355,0,4146.4516129,0,4069.35483871,0,4139.67741935,0,4145.48387097,0,4163.87096774,0,4079.35483871,0,4037.09677419,0,4165.16129032,0,4110.96774194,0,4080.96774194,0,0,0,?
2018-08-16 10:04:48.664000,4096.12903226,0,4147.74193548,0,4085.80645161,0,4154.19354839,0,4165.48387097,0,4058.06451613,0,4156.12903226,0,4168.70967742,0,4178.70967742,0,4068.06451613,0,4030.32258065,0,4142.58064516,0,4065.16129032,0,4091.61290323,0,0,0,?
2018-08-16 10:04:48.672000,4161.29032258,0,4151.29032258,0,4178.70967742,0,4191.93548387,0,4166.12903226,0,4170.32258065,0,4138.38709677,0,4152.25806452,0,4192.58064516,0,4184.51612903,0,4105.16129032,0,4170.32258065,0,4179.35483871,0,4188.38709677,0,0,0,?
2018-08-16 10:04:48.682000,4182.90322581,0,4154.51612903,0,4149.03225806,0,4145.16129032,0,4142.58064516,0,4178.06451613,0,4142.58064516,0,4148.06451613,0,4181.29032258,0,4207.09677419,0,4133.87096774,0,4157.09677419,0,4190.64516129,0,4164.83870968,0,0,0,?
2018-08-16 10:04:48.689000,4209.35483871,0,4144.51612903,0,4237.74193548,0,4168.70967742,0,4168.38709677,0,4202.25806452,0,4154.19354839,0,4154.19354839,0,4210.96774194,0,4233.5483871,0,4166.77419355,0,4175.16129032,0,4223.87096774,0,4223.87096774,0,0,0,?
2018-08-16 10:04:48.698000,4113.5483871,0,4148.70967742,0,4106.77419355,0,4137.09677419,0,4150.32258065,0,4043.87096774,0,4139.03225806,0,4142.58064516,0,4180.96774194,0,4086.4516129,0,4010.96774194,0,4130.64516129,0,4086.12903226,0,4091.93548387,0,0,0,?
2018-08-16 10:04:48.706000,4106.12903226,0,4151.29032258,0,4109.67741935,0,4139.67741935,0,4153.87096774,0,4055.80645161,0,4157.09677419,0,4166.12903226,0,4200.96774194,0,4074.51612903,0,4036.4516129,0,4134.83870968,0,4070.0,0,4113.5483871,0,0,0,?
2018-08-16 10:04:48.715000,4231.61290323,0,4151.29032258,0,4212.25806452,0,4170.64516129,0,4172.25806452,0,4222.58064516,0,4148.70967742,0,4155.16129032,0,4200.0,0,4242.58064516,0,4139.35483871,0,4170.32258065,0,4243.87096774,0,4213.22580645,0,0,0,?
2018-08-16 10:04:48.722000,4196.4516129,0,4154.51612903,0,4209.67741935,0,4164.19354839,0,4149.35483871,0,4151.93548387,0,4141.61290323,0,4149.67741935,0,4175.48387097,0,4191.61290323,0,4119.67741935,0,4150.0,0,4183.5483871,0,4186.77419355,0,0,0,?
2018-08-16 10:04:48.730000,4171.61290323,0,4147.09677419,0,4184.19354839,0,4173.22580645,0,4160.96774194,0,4156.77419355,0,4144.51612903,0,4161.61290323,0,4209.67741935,0,4206.77419355,0,4079.67741935,0,4170.64516129,0,4198.70967742,0,4194.51612903,0,0,0,?
2018-08-16 10:04:48.735000,4079.03225806,0,4152.90322581,0,4054.19354839,0,4176.4516129,0,4157.41935484,0,4031.93548387,0,4131.93548387,0,4149.03225806,0,4174.19354839,0,4057.09677419,0,3970.0,0,4145.80645161,0,4077.09677419,0,4064.51612903,0,0,0,?
2018-08-16 10:04:48.747000,4129.03225806,0,4157.41935484,0,4100.32258065,0,4134.83870968,0,4162.25806452,0,4099.35483871,0,4158.70967742,0,4163.5483871,0,4187.41935484,0,4112.58064516,0,4002.25806452,0,4135.48387097,0,4134.19354839,0,4136.77419355,0,0,0,?
2018-08-16 10:04:48.753000,4241.93548387,0,4153.5483871,0,4230.0,0,4189.67741935,0,4156.77419355,0,4269.35483871,0,4151.93548387,0,4151.61290323,0,4193.87096774,0,4241.61290323,0,4171.93548387,0,4170.64516129,0,4256.12903226,0,4209.67741935,0,0,0,?
2018-08-16 10:04:48.763000,4175.16129032,0,4154.19354839,0,4127.74193548,0,4138.70967742,0,4133.5483871,0,4119.67741935,0,4142.25806452,0,4155.48387097,0,4165.80645161,0,4166.4516129,0,4047.09677419,0,4142.25806452,0,4133.22580645,0,4124.83870968,0,0,0,?
2018-08-16 10:04:48.768000,4143.87096774,0,4150.96774194,0,4130.32258065,0,4210.0,0,4165.80645161,0,4114.83870968,0,4159.67741935,0,4175.48387097,0,4161.61290323,0,4132.90322581,0,4045.80645161,0,4158.38709677,0,4154.83870968,0,4174.51612903,0,0,0,?
2018-08-16 10:04:48.781000,4112.90322581,0,4158.06451613,0,4109.03225806,0,4187.74193548,0,4153.22580645,0,4072.58064516,0,4143.87096774,0,4146.4516129,0,4180.64516129,0,4104.83870968,0,3948.70967742,0,4139.67741935,0,4089.67741935,0,4127.74193548,0,0,0,?
2018-08-16 10:04:48.784000,4113.22580645,0,4153.5483871,0,4107.09677419,0,4130.0,0,4145.48387097,0,4065.16129032,0,4150.96774194,0,4153.22580645,0,4177.41935484,0,4106.12903226,0,3996.4516129,0,4162.90322581,0,4130.0,0,4140.32258065,0,0,0,?
2018-08-16 10:04:48.797000,4270.64516129,0,4146.77419355,0,4239.35483871,0,4204.19354839,0,4166.77419355,0,4237.09677419,0,4149.35483871,0,4154.51612903,0,4200.64516129,0,4232.58064516,0,4102.25806452,0,4179.35483871,0,4243.87096774,0,4197.09677419,0,0,0,?
2018-08-16 10:04:48.802000,4177.74193548,0,4161.61290323,0,4150.96774194,0,4134.51612903,0,4144.83870968,0,4126.12903226,0,4143.87096774,0,4145.48387097,0,4168.70967742,0,4140.96774194,0,4023.5483871,0,4155.16129032,0,4162.25806452,0,4119.03225806,0,0,0,?
2018-08-16 10:04:48.817000,4131.61290323,0,4163.87096774,0,4133.87096774,0,4173.87096774,0,4163.22580645,0,4113.5483871,0,4158.38709677,0,4165.16129032,0,4208.70967742,0,4125.80645161,0,3937.74193548,0,4156.4516129,0,4107.74193548,0,4132.90322581,0,0,0,?
2018-08-16 10:04:48.818000,4083.87096774,0,4159.03225806,0,4087.41935484,0,4176.77419355,0,4157.74193548,0,4044.83870968,0,4144.19354839,0,4151.29032258,0,4189.03225806,0,4058.06451613,0,3918.06451613,0,4187.09677419,0,4097.74193548,0,4112.25806452,0,0,0,?
