Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-20 16:31:04.189000,4209.67741935,0,4259.35483871,0,4238.38709677,0,4330.96774194,0,4241.93548387,0,4163.5483871,0,4154.51612903,0,4165.80645161,0,4124.51612903,0,4190.0,0,4140.0,0,4207.74193548,0,4100.32258065,0,4210.96774194,0,0,0,?
2018-08-20 16:31:04.199000,4183.22580645,0,4267.74193548,0,4235.16129032,0,4347.74193548,0,4241.29032258,0,4121.29032258,0,4135.80645161,0,4162.90322581,0,4150.0,0,4172.90322581,0,4109.35483871,0,4189.67741935,0,4079.03225806,0,4211.29032258,0,0,0,?
2018-08-20 16:31:04.205000,4192.25806452,0,4273.5483871,0,4225.80645161,0,4319.67741935,0,4196.12903226,0,4107.09677419,0,4129.03225806,0,4165.48387097,0,4116.12903226,0,4191.93548387,0,4076.4516129,0,4162.25806452,0,4033.5483871,0,4183.5483871,0,0,0,?
2018-08-20 16:31:04.215000,4213.5483871,0,4260.64516129,0,4235.48387097,0,4356.12903226,0,4228.38709677,0,4176.12903226,0,4150.96774194,0,4169.03225806,0,4144.83870968,0,4190.64516129,0,4145.48387097,0,4195.48387097,0,4108.38709677,0,4199.67741935,0,0,0,?
2018-08-20 16:31:04.222000,4190.64516129,0,4266.77419355,0,4240.32258065,0,4301.93548387,0,4238.38709677,0,4099.03225806,0,4142.58064516,0,4114.83870968,0,4130.96774194,0,4144.19354839,0,4095.48387097,0,4130.32258065,0,4034.83870968,0,4183.22580645,0,0,0,?
2018-08-20 16:31:04.232000,4195.80645161,0,4260.96774194,0,4240.96774194,0,4291.93548387,0,4230.64516129,0,4152.90322581,0,4151.61290323,0,4179.03225806,0,4121.61290323,0,4180.96774194,0,4093.5483871,0,4170.96774194,0,4100.96774194,0,4178.38709677,0,0,0,?
2018-08-20 16:31:04.235000,4189.67741935,0,4268.38709677,0,4238.38709677,0,4323.87096774,0,4223.22580645,0,4172.90322581,0,4157.41935484,0,4171.61290323,0,4112.58064516,0,4170.96774194,0,4093.5483871,0,4170.96774194,0,4110.64516129,0,4200.64516129,0,0,0,?
2018-08-20 16:31:04.248000,4206.77419355,0,4260.32258065,0,4274.51612903,0,4298.06451613,0,4222.58064516,0,4140.32258065,0,4109.35483871,0,4104.51612903,0,4121.61290323,0,4170.32258065,0,4104.19354839,0,4133.22580645,0,4074.19354839,0,4139.67741935,0,0,0,?
2018-08-20 16:31:04.251000,4204.19354839,0,4246.77419355,0,4230.0,0,4319.35483871,0,4214.51612903,0,4142.90322581,0,4178.38709677,0,4160.96774194,0,4133.5483871,0,4192.25806452,0,4105.16129032,0,4187.74193548,0,4131.29032258,0,4164.83870968,0,0,0,?
2018-08-20 16:31:04.261000,4199.67741935,0,4262.25806452,0,4239.67741935,0,4277.09677419,0,4168.38709677,0,4141.61290323,0,4135.16129032,0,4140.64516129,0,4102.25806452,0,4157.09677419,0,4110.0,0,4169.03225806,0,4097.74193548,0,4171.29032258,0,0,0,?
2018-08-20 16:31:04.268000,4237.41935484,0,4245.80645161,0,4237.74193548,0,4285.80645161,0,4220.64516129,0,4163.5483871,0,4176.77419355,0,4190.0,0,4158.06451613,0,4176.12903226,0,4099.67741935,0,4206.77419355,0,4100.96774194,0,4174.83870968,0,0,0,?
