5.747525221471560641e+00,5.742780348919187539e+00,5.753851718208056631e+00,5.757014966576306847e+00,5.747525221471560641e+00,5.752270094023933744e+00,5.758596590760428846e+00,5.752270094023933744e+00,6.176145375369224588e+00,6.231502221813576270e+00,6.063850058296408996e+00,6.046452192271044801e+00,6.063850058296408996e+00
2.783619722729394397e+01,2.779456528280729799e+01,2.774145218911766619e+01,2.779925767827380412e+01,2.788522757700179611e+01,2.793160439404081785e+01,2.780680849636617680e+01,2.794425738751380806e+01,2.948548126011517567e+01,2.974975989334868132e+01,2.894937317555584144e+01,2.886631417653961051e+01,2.894937317555584144e+01
6.931891482551145600e+01,6.912238785501097027e+01,6.900965970040297748e+01,6.905269888554849445e+01,6.957196967658491360e+01,6.963614993131838560e+01,6.928623483442265751e+01,6.972977058392406491e+01,7.220920468265876480e+01,7.294142110695116799e+01,7.131311934655086304e+01,7.117201703156541726e+01,7.126567062102714090e+01
1.255026533811354028e+02,1.250534520119736328e+02,1.250595758451295012e+02,1.249307149705421125e+02,1.260825055955019849e+02,1.260131025104430051e+02,1.257010722685046318e+02,1.262811911886304586e+02,1.289328131523616889e+02,1.303092274536001298e+02,1.283521824816522212e+02,1.281821429212651537e+02,1.280291788636491219e+02
1.904769437222597048e+02,1.897040445627858389e+02,1.899807187800832082e+02,1.900317005698459241e+02,1.912821992023645237e+02,1.910624486021322639e+02,1.911940579654003329e+02,1.915171967115004463e+02,1.940365787638979498e+02,1.959846831467878872e+02,1.942969960776956100e+02,1.940218024995054122e+02,1.935284961276004765e+02
2.602226017087224363e+02,2.591653031137049652e+02,2.599298393921607726e+02,2.607876540742042835e+02,2.612387582553072889e+02,2.609905620465723928e+02,2.620594026993592820e+02,2.614191748002255054e+02,2.639493913685830080e+02,2.662467556443048693e+02,2.652255600560287689e+02,2.647908168367732173e+02,2.641963293634190677e+02
3.279522472145850429e+02,3.271577212597263156e+02,3.275110454779477891e+02,3.291068868146792283e+02,3.292117076339611117e+02,3.289564601357645302e+02,3.304419063526606237e+02,3.288509406296424231e+02,3.316542167651011255e+02,3.338642629813907092e+02,3.333390267192145870e+02,3.327561998290196357e+02,3.320649579885277376e+02
3.747432100178253336e+02,3.735265561905574145e+02,3.703107204492309847e+02,3.716354432540565540e+02,3.736940165500356557e+02,3.737914736050582860e+02,3.730766975440483293e+02,3.724439504670746715e+02,3.771581130375445809e+02,3.777624301891840446e+02,3.758717703329043616e+02,3.751187071065008922e+02,3.743328126245786507e+02
3.805847279005871542e+02,3.749247928300241597e+02,3.647516354751816152e+02,3.632247348358594081e+02,3.701246202294159389e+02,3.711118574889051729e+02,3.653459211376813869e+02,3.675898198110825774e+02,3.796873617818675939e+02,3.743680117539623780e+02,3.683252896266440644e+02,3.674248694480754693e+02,3.677720303229467618e+02
3.431652135504093621e+02,3.280366831860632715e+02,3.090605639399299207e+02,2.999542574866722475e+02,3.152948659436531216e+02,3.166646970744894247e+02,3.042946986472728099e+02,3.100411955689673960e+02,3.372058755255562801e+02,3.197391168085291611e+02,3.076456675184237497e+02,3.067390848208511898e+02,3.104386018631608408e+02
