2.942814378042524481e+02,2.940384936042524373e+02,2.946053634042523868e+02,2.947673262042524698e+02,2.942814378042524481e+02,2.945243820042524590e+02,2.948483076042523976e+02,2.945243820042524590e+02,3.162273972042513606e+02,3.190617462042513921e+02,3.104777178042518244e+02,3.095869224042519932e+02,3.104777178042518244e+02
9.261544774349169984e+02,9.244348937194761220e+02,9.207540227221718396e+02,9.234390584657994623e+02,9.286649008349168071e+02,9.306274287503579217e+02,9.236883274376127702e+02,9.312752799503577990e+02,9.733800373964169239e+02,9.821044514098953186e+02,9.556819403976484182e+02,9.529399817076987347e+02,9.556819403976484182e+02
1.258661296796413126e+03,1.252109478845784906e+03,1.251193784341620585e+03,1.248447495239833415e+03,1.267360411722636172e+03,1.266723859388706160e+03,1.259784027469454031e+03,1.270418620563215427e+03,1.272874014498640008e+03,1.288635155535396734e+03,1.271072769995506405e+03,1.270677364469669328e+03,1.268643327995506525e+03
1.133030310551589992e+03,1.126085574675714724e+03,1.135235777036166837e+03,1.126236578374162491e+03,1.141825422131623782e+03,1.133814031258626073e+03,1.145597917748279542e+03,1.139689620703686160e+03,1.102458566486988047e+03,1.116263031197836654e+03,1.136518082400697949e+03,1.137891871819372227e+03,1.124100147846288564e+03
9.226862045433924777e+02,9.169756816225363991e+02,9.270658249148114010e+02,9.429487811867091978e+02,9.201054797957998517e+02,9.172021630765531199e+02,9.408602640007545688e+02,9.195180168347586687e+02,9.026980546805166341e+02,9.041881156512654343e+02,9.362928111274810590e+02,9.322456198133745602e+02,9.239476659581998774e+02
8.556135114165451796e+02,8.548981076096621337e+02,8.679574513079435292e+02,9.053731496848995448e+02,8.554139737763488256e+02,8.614449204257768997e+02,8.911110675278912368e+02,8.516364039444392802e+02,8.660253966926746898e+02,8.586789013459670059e+02,8.794411303575142256e+02,8.747279705012539353e+02,8.854254287579161655e+02
6.631153847173781060e+02,6.887873010451412483e+02,6.470547383619777975e+02,6.525761235600956525e+02,6.680073832245436734e+02,6.700156462061211187e+02,6.509500873263746143e+02,6.425236593751706096e+02,6.646888186667094942e+02,6.463860129948446911e+02,6.377340902546166035e+02,6.367452130629984595e+02,6.386410317471769531e+02
-2.448944665092922719e+02,-2.753536198622164193e+02,-4.479340812416085669e+02,-4.987997922440993079e+02,-3.714884810164746227e+02,-3.543061568000215402e+02,-4.919285043557322865e+02,-3.964544131822323720e+02,-3.065263453681351962e+02,-3.832071542857480040e+02,-4.810698691803848988e+02,-4.832266953259725142e+02,-4.864431268606695085e+02
-1.445307783426267179e+03,-1.664987922680278416e+03,-1.884147470704718671e+03,-2.024837178361216957e+03,-1.845372477879648159e+03,-1.813234240501257318e+03,-1.991515171733239185e+03,-1.872097574789349892e+03,-1.563826133079199735e+03,-1.802689523885206199e+03,-1.969752650441412243e+03,-1.970856134928436177e+03,-1.910513306080080611e+03
-1.836245407955223982e+03,-2.157404516350100494e+03,-2.311663468857862426e+03,-2.585927690443464599e+03,-2.357723474885241103e+03,-2.374936941128769377e+03,-2.496141924197758726e+03,-2.442360155785548159e+03,-1.955068404556658606e+03,-2.341170835469452413e+03,-2.480263054509703579e+03,-2.474974276175770683e+03,-2.343800211089904678e+03
