6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02,6.451315136476423504e+02
6.541637717121584501e+02,6.528734491315135529e+02,6.548089330024813535e+02,6.564218362282872476e+02,6.554540942928033473e+02,6.541637717121584501e+02,6.560992555831262507e+02,6.557766749379652538e+02,6.538411910669974532e+02,6.567444168734491541e+02,6.554540942928033473e+02,6.544863523573194470e+02,6.551315136476423504e+02
7.451315136476423504e+02,7.302928039702228489e+02,7.125508684863525559e+02,7.351315136476423504e+02,7.186799007444169547e+02,7.541637717121584501e+02,7.264218362282881571e+02,7.309379652605457522e+02,7.460992555831262507e+02,7.402928039702237584e+02,7.183573200992559578e+02,7.135186104218364562e+02,7.167444168734491541e+02
8.038411910669974532e+02,7.919057071960296526e+02,8.560992555831262507e+02,8.170669975186101510e+02,8.548089330024813535e+02,8.535186104218355467e+02,8.090024813895779516e+02,8.160992555831262507e+02,7.841637717121584501e+02,8.190024813895779516e+02,8.454540942928033473e+02,8.506153846153838458e+02,8.080347394540940513e+02
7.077121588089330544e+02,7.173895781637711480e+02,6.960992555831262507e+02,6.657766749379652538e+02,6.473895781637711480e+02,7.028734491315135529e+02,6.602928039702228489e+02,6.883573200992550483e+02,6.564218362282881571e+02,6.506153846153838458e+02,6.925508684863525559e+02,6.706153846153847553e+02,6.467444168734491541e+02
6.857766749379643443e+02,6.906153846153838458e+02,7.322282878411906495e+02,7.654540942928042568e+02,7.496476426798999455e+02,6.835186104218355467e+02,7.364218362282881571e+02,7.570669975186101510e+02,7.477121588089321449e+02,7.886799007444169547e+02,7.351315136476423504e+02,7.241637717121584501e+02,7.499702233250618519e+02
8.422282878411915590e+02,8.641637717121584501e+02,9.196476426799008550e+02,8.990024813895779516e+02,9.093250620347389486e+02,9.102928039702228489e+02,9.077121588089330544e+02,8.954540942928042568e+02,8.844863523573203565e+02,9.044863523573203565e+02,9.080347394540940513e+02,9.206153846153838458e+02,9.231960297766745498e+02
-8.906203473945470250e+01,2.093796526054529750e+01,-1.768039702233254502e+02,-3.058362282878410952e+02,-2.735781637717122976e+02,-1.516426799007449517e+02,-3.148684863523576496e+02,-3.509975186104220484e+02,-1.858362282878415499e+02,-3.706749379652610514e+02,-2.845459057071961979e+02,-3.103523573200991450e+02,-2.542233250620347462e+02
-1.920997518610422048e+03,-1.810352357320099372e+03,-2.241965260545905949e+03,-2.391642679900744952e+03,-2.243578163771712752e+03,-2.221320099255583500e+03,-2.316481389578163999e+03,-2.344223325062034746e+03,-1.707771712158809123e+03,-2.370674937965261051e+03,-2.218094292803970347e+03,-2.184223325062035201e+03,-2.250352357320099600e+03
-2.576481389578163999e+03,-2.420674937965261051e+03,-2.990029776674938148e+03,-3.120674937965261051e+03,-2.760674937965261051e+03,-2.890997518610422048e+03,-2.952610421836228852e+03,-2.931320099255583500e+03,-2.054545905707196653e+03,-3.094223325062035201e+03,-2.705513647642680098e+03,-2.564868486352357650e+03,-2.806158808933002547e+03
