0,127843404;0,139543007;0,136601579;0,12213778;0,121400219;0,122309262
0,135671634;0,131378638;0,120811532;0,132157464;0,121616624;0,112035842
0,131510559;0,133930338;0,125019191;0,136206096;0,116843294;0,148525674
0,132498232;0,126493023;0,116800177;0,141508668;0,1139676;0,126408445
0,136295805;0,116035702;0,117026745;0,115154076;0,131787443;0,11275404
0,13866315;0,153424073;0,138531925;0,133803925;0,109579222;0,172129302
0,168103752;0,181203035;0,105233328;0,117863202;0,153819566;0,123633811
0,21007344;0,148880422;0,131125674;0,131891204;0,111081958;0,116292055
0,15336888;0,129668011;0,122388675;0,126617949;0,123284664;0,120437536
0,149511182;0,129206949;0,113762133;0,128204495;0,126426275;0,11949052
0,142264009;0,148696805;0,085852829;0,110874175;0,129248591;0,103517789
0,137746502;0,147969164;0,113345726;0,130587228;0,131786064;0,129860193
0,153425132;0,156746655;0,098757747;0,123432881;0,137945795;0,119078911
0,537285846;0,397097529;0,519212999;0,630199141;0,416561548;0,911021798
0,119631256;0,145708731;0,122391771;0,126515508;0,130899667;0,115244383
0,20845289;0,34588247;0,129766066;0,127710939;0,174128816;0,134398003
0,153664822;0,154308867;0,169515097;0,161959091;0,147051434;0,156418324
0,166793215;0,171055703;0,118951601;0,125072282;0,131681608;0,122217436
0,180081541;1,351184696;0,161612538;0,407890369;0,153243242;0,764056565
0,124293424;0,159104659;0,119821706;0,208729303;0,138548239;0,126304909
0,142649998;0,124970843;0,162083329;0,16455147;0,211007491;0,180767361
0,127255616;0,325185348;0,14629841;0,227393994;0,137903829;0,200702966
0,240030177;0,415531153;0,70868913;0,230549996;0,145101915;0,790049818
0,286469146;0,230223364;0,662597326;1,026088836;0,216792946;1,084295283
0,135998477;0,121047967;0,135331375;0,114357024;0,142313673;0,095245635
0,137555255;0,118877741;0,130649127;0,130293601;0,154834599;0,13107091
0,161932906;1,14003331;0,174308741;0,273934677;0,172133322;0,611202368
1,131907224;0,495204795;0,699364612;0,180247661;0,376596581;0,448679408
0,863534885;1,715475484;0,494774371;0,576470087;0,209417037;1,06426124
0,157309267;0,115050466;0,139538783;0,124523368;0,147581267;0,07662842
0,159074041;0,131317215;0,107586182;0,163110732;0,171866342;0,161455263
0,163545066;0,184667963;0,129112481;0,189728398;0,201871964;0,199574474
0,155491992;0,138886527;0,043485012;0,204566433;0,208390168;0,166846219
