0,127843404;0,779435989;0,139543007;0,840938068;0,136601579;1,062267248;0,12213778;0,722675294;0,121400219;0,66136596;0,122309262;0,888215063
0,135671634;1,067606775;0,131378638;1,132468347;0,120811532;0,81276789;0,132157464;0,781397875;0,121616624;0,762630511;0,112035842;0,704958196
0,131510559;0,847222807;0,133930338;0,911887455;0,125019191;0,702965495;0,136206096;1,245187546;0,116843294;0,711237306;0,148525674;0,860891694
0,132498232;0,830823013;0,126493023;1,028297119;0,116800177;0,772288558;0,141508668;1,104021897;0,1139676;0,702688028;0,126408445;0,845930064
0,136295805;1,01358287;0,116035702;0,796073538;0,117026745;0,780311442;0,115154076;0,752928632;0,131787443;0,77948594;0,11275404;0,645694779
0,13866315;0,69850015;0,153424073;1,152762446;0,138531925;0,779919491;0,133803925;0,858004157;0,109579222;0,752827856;0,172129302;1,110784625
0,168103752;0,942638335;0,181203035;0,928306626;0,105233328;0,655790681;0,117863202;0,664801426;0,153819566;0,940799312;0,123633811;0,832280982
0,21007344;1,092626003;0,148880422;0,831170289;0,131125674;0,801930212;0,131891204;0,866113604;0,111081958;0,634584553;0,116292055;0,631339138
0,15336888;0,873095786;0,129668011;0,851537045;0,122388675;0,63520628;0,126617949;0,973593163;0,123284664;0,937995914;0,120437536;0,718371678
0,149511182;0,896322091;0,129206949;0,703147767;0,113762133;0,911290391;0,128204495;0,865805361;0,126426275;0,930829001;0,11949052;0,777338945
0,142264009;1,144881266;0,148696805;1,300045497;0,085852829;0,65445917;0,110874175;0,599597492;0,129248591;1,160360727;0,103517789;0,635395772
0,137746502;1,157155811;0,147969164;1,066340639;0,113345726;0,679058944;0,130587228;0,976381678;0,131786064;0,835289241;0,129860193;0,928027099
0,153425132;1,064346554;0,156746655;1,090065581;0,098757747;0,549858326;0,123432881;0,76768683;0,137945795;1,087917081;0,119078911;0,802772758
0,537285846;3,161443986;0,397097529;2,127798938;0,519212999;2,849342284;0,630199141;3,291520243;0,416561548;1,762807168;0,911021798;3,615455685
0,119631256;0,916829649;0,145708731;2,060844026;0,122391771;0,682912803;0,126515508;0,747904619;0,130899667;0,847135579;0,115244383;0,862540195
0,20845289;0,931209061;0,34588247;1,733608496;0,129766066;0,71443408;0,127710939;0,828095804;0,174128816;1,354172261;0,134398003;0,678708624
0,153664822;0,994273564;0,154308867;0,964697252;0,169515097;0,766878404;0,161959091;1,075002473;0,147051434;1,111980938;0,156418324;1,084885631
0,166793215;1,306029407;0,171055703;1,122727798;0,118951601;0,773177914;0,125072282;0,917585862;0,131681608;0,968094599;0,122217436;0,836381009
0,180081541;1,040321801;1,351184696;7,633119137;0,161612538;0,859318574;0,407890369;3,026012935;0,153243242;0,978308364;0,764056565;3,687112686
0,124293424;0,914226086;0,159104659;1,096054941;0,119821706;0,697037388;0,208729303;1,498507175;0,138548239;0,699326236;0,126304909;0,724287975
0,142649998;1,065213994;0,124970843;0,857702367;0,162083329;1,30315637;0,16455147;1,004296238;0,211007491;1,259596651;0,180767361;1,149574078
0,127255616;1,183368131;0,325185348;1,425831464;0,14629841;1,214468788;0,227393994;1,266208321;0,137903829;1,269455237;0,200702966;1,392271267
0,240030177;1,429242647;0,415531153;3,01613856;0,70868913;3,934119201;0,230549996;1,848235036;0,145101915;0,910086151;0,790049818;4,182231266
0,286469146;1,736382765;0,230223364;1,791925379;0,662597326;4,451735208;1,026088836;6,277660308;0,216792946;1,570886825;1,084295283;5,858904252
0,135998477;0,774364213;0,121047967;0,631382214;0,135331375;0,869809222;0,114357024;0,832251211;0,142313673;1,020953318;0,095245635;0,693167808
0,137555255;0,81651632;0,118877741;0,736891754;0,130649127;0,892282033;0,130293601;0,62852955;0,154834599;1,002080978;0,13107091;0,828152204
0,161932906;0,931386222;1,14003331;9,93702233;0,174308741;1,01916767;0,273934677;1,324844642;0,172133322;1,258033253;0,611202368;5,41087734
