A,B,C,D,E,F,G,H,I,J,K,L,M,N,O,P,Q,R,S,T,U,V,W,X,Y,Z,AA,AB,AC,AD,AE,AF,AG,AH,AI,AJ,AK
0.697592141,0.414032176,0.00249152,11.90107774,1.253616996,0.274929057,0.744459866,0.961174942,4.53E-06,12.23700159,1.232849253,0.293359033,0.772622347,0.174555123,7.19E-06,12.40978166,1.280902804,0.333000164,0.793898785,3.507463297,5.98E-06,12.72447192,1.337987911,0.313694714,0.108676436,0.156916434,1.68E-07,0.607950514,0.11016097,0.068930351,0.534857741,0.724164898,3.79E-06,6.46671986,0.758884216,0.274287509,4
1.059379576,0.426516542,0.01223469,12.14732349,1.535137957,0.513562877,1.083893968,2.031051527,0.023405789,11.45976243,1.398272639,0.622074323,1.143620678,0.848211673,0.019027968,12.06308177,1.428538027,0.629000404,0.989124397,2.233088388,1.11E-05,12.34884323,1.486094976,0.436809159,0.106314338,0.184685458,3.19E-07,0.773537064,0.125498559,0.059996095,0.778485989,0.531563306,8.79E-06,8.795018625,1.148954399,0.292854171,0
0.760588199,0.434300359,1.01E-05,5.761310242,1.041390998,0.393035575,0.858108812,0.360894604,0.015121401,6.254937692,1.084411128,0.447821144,0.845391544,3.081280922,0.002155098,6.499686841,1.155598814,0.421079545,0.866199808,0.265712972,5.68E-06,7.132747631,1.254860734,0.36343187,0.093833695,0.08955135,2.53E-07,0.593199231,0.103499981,0.05608051,0.772709173,0.815556014,5.69E-06,6.889275592,1.118073908,0.360575116,1
0.804870573,1.158049209,6.55E-06,10.37901474,1.404806143,0.26435919,0.857585443,0.994353113,9.73E-06,9.783776407,1.253731125,0.39220338,0.892696122,0.260327481,1.90E-05,10.25362518,1.315032693,0.420165793,0.881680621,0.206096141,6.65E-06,10.56547687,1.453929323,0.306008818,0.098751121,0.099043611,9.55E-07,0.624234671,0.100740662,0.067380908,0.719481844,0.078798182,9.61E-06,9.338267854,1.165249906,0.278701262,2
0.925204069,1.080262457,0.002791162,10.24439173,1.223359108,0.527298178,0.842810169,4.305584615,8.37E-06,11.07549557,1.363009409,0.354446343,0.796757623,0.965512081,4.68E-06,8.469792877,1.191270438,0.337699664,0.732555664,1.386507016,4.25E-06,9.341538758,1.097973863,0.322743837,0.166139491,0.010477669,4.29E-07,1.091037105,0.191306308,0.098568747,0.716509257,0.264245643,5.88E-06,5.425954123,0.948101275,0.351797294,3
0.892518193,2.676500758,3.89E-06,10.77042675,1.485325385,0.297033389,0.910870364,1.121407628,2.91E-06,11.75715405,1.541052424,0.28629802,1.065994872,1.92841235,0.029977405,10.04045615,1.456126359,0.532480048,0.944094398,0.537387227,6.84E-06,9.773692612,1.419327661,0.407585307,0.129664278,0.098299259,3.40E-07,0.835683971,0.154439756,0.071204507,0.852181267,0.184617876,1.00E-05,7.831619496,1.196284952,0.390280495,4
0.62619436,0.383394744,3.99E-06,9.909779642,1.131968013,0.205296952,0.710840253,0.230336303,4.96E-06,9.843630669,1.139982437,0.290184008,0.743370853,0.657445207,2.11E-06,10.19523444,1.185428834,0.321440288,0.742609661,0.546506692,6.93E-06,10.12939701,1.133010029,0.344352791,0.11662799,0.138314177,2.48E-07,0.814078621,0.127061944,0.074491738,0.578301491,0.365757851,5.14E-06,8.127349117,0.907871627,0.257591716,0
0.829825098,0.752624684,6.69E-06,10.2399784,1.308114675,0.372275054,0.822717956,0.352677538,9.43E-06,10.53421433,1.315069241,0.310174068,0.873200858,1.124723713,5.15E-06,10.59816248,1.333756879,0.367929322,0.862526105,0.659032527,1.32E-05,11.28734926,1.364871713,0.363888989,0.115415295,0.014658694,1.70E-06,0.619497304,0.118796155,0.06795235,0.882162122,0.573640547,0.031892103,10.12700977,1.186970386,0.477175254,1
1.012425804,0.556489984,0.032722578,12.17890089,1.554849868,0.460588989,0.913176997,1.60E-06,1.60E-06,11.94531472,1.459984264,0.39558782,0.892126915,0.114299384,8.88E-06,10.56058531,1.3411543,0.449994812,0.908383405,1.406785997,1.12E-05,11.71761226,1.433042518,0.412253024,0.12970165,0.077763908,1.16E-06,1.162006581,0.156576368,0.081144508,0.791506603,0.926496713,8.97E-07,10.69946265,1.289261882,0.315850233,2
0.901411914,0.452694698,6.13E-06,7.763104697,1.374884075,0.323469292,0.940442674,1.097361449,2.42E-05,7.31673834,1.341001092,0.383631799,1.029037246,2.942503722,1.51E-05,7.728754317,1.418982576,0.472191829,0.987320365,0.603555647,2.08E-05,8.453111237,1.394165781,0.407031777,0.109061313,0.125326713,8.66E-07,0.750595728,0.121923801,0.062701013,0.725657914,0.676929607,1.33E-05,5.06113637,0.934847729,0.360478623,3
0.972611772,2.596726621,3.46E-06,7.675970129,1.230542771,0.496302555,1.020793079,0.249840183,0.01429822,8.715078372,1.377814985,0.414259161,0.97488891,0.3934693,5.55E-06,7.87590809,1.283749811,0.420764105,1.062110058,0.970097817,0.024288147,8.535358507,1.29567698,0.520239985,0.150687494,0.151940623,1.82E-06,0.956598028,0.164326852,0.10148338,0.90504738,0.870522138,1.14E-06,7.471043472,1.200092596,0.426279046,4
0.902959037,3.193290268,7.90E-06,8.032013171,1.425981528,0.295324305,0.925864362,0.200980097,1.98E-05,8.058993425,1.273701457,0.452569573,0.890341443,0.097729867,1.65E-05,7.746473837,1.235988488,0.418692727,0.891195014,1.795952756,8.71E-06,8.09336506,1.383145563,0.310189569,0.156994127,0.205566354,9.66E-07,0.750507758,0.16322745,0.106149623,0.902412514,1.719843895,2.28E-05,7.898276698,1.283890041,0.396912915,0
0.905148672,0.251506454,2.82E-06,6.944402677,1.329556404,0.359187804,0.913162431,0.140085806,0.009636061,6.452170936,1.130908841,0.456910684,0.922900154,0.993047632,6.10E-07,6.375490803,1.222514433,0.424377232,0.902643907,2.931807414,7.72E-06,6.465989844,1.149781457,0.466715885,0.164244908,0.261524546,0.003257612,1.147067647,0.181715622,0.087665654,0.85894925,0.309694252,0.00059263,6.627318829,1.1997135,0.395285565,1
0.789038192,0.308385081,0.016727004,7.45210249,1.165377438,0.351494151,0.837472338,0.637101605,0.003040286,8.054389934,1.061487399,0.448603307,0.753780313,0.532761598,1.17E-05,8.216980503,1.160465788,0.30182067,0.763964791,0.182576841,2.78E-05,6.423200849,1.100353282,0.342646942,0.1545384,0.309339637,4.54E-07,1.403518598,0.17629792,0.093594573,0.704927792,0.51853857,1.07E-05,6.864156104,1.033418843,0.304765696,2
0.89840306,1.710235362,5.72E-06,7.998630353,1.246235187,0.417622476,0.859681021,0.227029966,2.90E-06,6.764415381,1.176474366,0.388489901,0.888481091,1.713623507,1.19E-05,7.969853865,1.234454944,0.378943598,0.878484026,1.323120064,8.84E-06,7.771059602,1.239089266,0.398042724,0.242979237,0.31150036,9.92E-07,1.184515153,0.247174797,0.16598127,0.833424199,1.838073191,7.63E-06,6.871708321,1.130296717,0.368004253,3
0.971660463,1.393399576,5.65E-06,9.210231604,1.490427098,0.379526895,1.007671684,2.158580259,0.019131902,8.433035687,1.331277958,0.501406353,0.995148198,0.407999787,5.17E-06,9.184342368,1.413926397,0.45142943,1.003785085,1.246362019,9.43E-06,7.604370557,1.330013438,0.508311721,0.228914347,0.578358647,1.15E-07,1.925153293,0.257345983,0.152568692,0.936936727,2.28162575,3.33E-06,7.76901594,1.21825423,0.505394154,4
0.87135081,0.708143403,3.63E-06,9.220862864,1.407088979,0.307623203,0.96418069,1.013198507,0.006065517,8.305627547,1.319430364,0.416167163,0.903395231,1.372585563,1.02E-05,8.736732816,1.322897013,0.395061419,0.867529194,1.624272735,1.48E-05,7.259795467,1.208805248,0.390134252,0.14080999,0.191628548,2.49E-06,1.116721112,0.165690309,0.07770451,0.819563384,0.05324511,6.64E-06,7.271553844,1.230253013,0.317289309,0
0.763822737,0.574617035,5.73E-06,6.80829527,1.099778482,0.313793215,0.755741707,1.252817539,2.68E-06,8.613629501,1.15193553,0.299449132,0.772169529,0.254967054,5.93E-06,5.986368668,0.996844479,0.377196556,0.733371126,0.174253071,8.72E-06,6.823539557,1.003418299,0.367750258,0.262919314,0.255339939,4.65E-07,1.706051893,0.278591283,0.171349378,0.702627591,1.308294604,5.85E-06,6.705086353,0.984242143,0.30058198,1
0.980679326,1.140656225,0.015094796,8.438597026,1.327374812,0.454389194,0.872323949,2.162841911,5.81E-08,6.949502032,1.217229493,0.379823275,0.885893444,0.724796561,6.97E-06,8.314162353,1.213859442,0.452687713,0.902205337,1.898820658,6.65E-06,6.884024826,1.201602566,0.418019335,0.24845014,0.457713363,2.19E-06,1.792113835,0.274089881,0.165812541,0.854086176,0.088245129,6.64E-06,5.694053834,1.120035581,0.398857925,2
0.865153648,2.188581288,4.52E-06,9.326402051,1.307512331,0.412384949,0.871156863,2.133011373,2.62E-06,12.06194869,1.418153098,0.372571205,0.851870897,2.292457178,1.68E-05,7.770720183,1.164711573,0.421568566,0.857275464,1.247986599,9.06E-06,8.058034016,1.173615382,0.433261142,0.238565459,0.284419155,1.84E-06,1.563119163,0.25075548,0.167840119,0.810748935,1.389884279,1.51E-05,8.61287091,1.132622313,0.41019664,3
0.818871742,1.696834047,4.84E-06,8.974564431,1.233722732,0.348534966,0.843350027,0.212393568,0.004341164,5.079139174,1.028621276,0.418639435,0.828681531,3.069019268,4.86E-06,6.700019879,1.144304078,0.380901126,0.869104084,0.164108403,3.57E-07,8.330972485,1.217387921,0.38305953,0.28472842,0.271472143,9.27E-07,1.967249092,0.318916023,0.173678543,0.802826268,0.224521179,1.42E-06,7.402319291,1.141619565,0.359839785,4
0.176551664,0.340297595,3.47E-07,1.282692894,0.207216648,0.094828523,0.165731907,0.203063442,1.11E-06,1.198884084,0.190467218,0.091396389,0.207769574,0.280433728,0.000589085,1.432632969,0.25315378,0.111580902,0.168542506,0.172308126,0.001089583,0.974960457,0.182347897,0.100147149,0.118668521,0.131616858,1.60E-07,0.970866604,0.141806446,0.065796955,0.119572119,0.102401756,3.79E-07,0.720625417,0.132391005,0.065272694,0
0.158428038,0.301999263,6.62E-07,1.197743973,0.206353549,0.086926402,0.169464198,0.099584519,6.22E-07,0.90572026,0.179383615,0.101064323,0.143286632,0.157766233,4.62E-07,0.83379213,0.149794106,0.093370715,0.162457531,0.266889099,8.45E-07,0.994137967,0.184005402,0.090647821,0.086429543,0.009477349,7.02E-07,0.589039794,0.101289171,0.048092166,0.108564591,0.009889643,3.38E-07,0.69077313,0.124639114,0.059821514,1
0.150348611,0.069038719,0.00460722,0.934811025,0.147630434,0.098231945,0.177218609,0.08798005,0.004787454,1.144948137,0.177876046,0.11241118,0.214149016,0.112210377,0.00509716,1.396246825,0.223592751,0.125644817,0.160407605,0.104488904,8.03E-07,1.050982061,0.171530287,0.107114234,0.112579256,0.096160844,4.02E-07,0.720116435,0.121898905,0.066826379,0.077974935,0.287074989,1.87E-06,0.492433836,0.079607839,0.051096178,2
0.168383716,0.091768975,6.88E-07,1.388650643,0.20782213,0.085570791,0.169738064,0.167497568,1.40E-05,1.219007297,0.193918276,0.097359158,0.204439846,0.695966463,7.17E-07,1.40769038,0.243553354,0.106175434,0.181779503,0.169916695,9.92E-07,1.103044802,0.207099452,0.100840982,0.119541248,0.160890382,6.88E-07,0.586904106,0.125842818,0.072644992,0.1232329,0.169893102,9.49E-08,0.780437682,0.13658114,0.077600463,3
0.243325279,0.419252706,1.57E-06,1.777416149,0.271979854,0.151774464,0.24011995,0.101206295,4.91E-06,1.483865016,0.243953367,0.160878574,0.330434536,0.200316861,1.66E-06,2.254343752,0.380238384,0.189981468,0.228044255,0.158161505,6.77E-06,1.149460054,0.234361325,0.148322497,0.124252731,1.59E-07,1.59E-07,0.74492798,0.142017379,0.072931412,0.082757153,0.084220501,2.89E-07,0.471643449,0.095756734,0.04457132,4
0.173788044,0.041112603,4.85E-07,0.873284798,0.194048158,0.099734655,0.177635483,0.138239554,4.27E-07,1.159863723,0.187930114,0.117725575,0.20108547,0.501509385,8.02E-07,1.226395303,0.222027201,0.126077204,0.193255196,0.236076703,5.99E-07,0.980328693,0.214398556,0.115928462,0.123420663,0.221662816,1.16E-07,0.830746644,0.139321382,0.07053094,0.100164069,0.152413852,3.95E-07,0.672782855,0.112307728,0.054024953,0
0.835494791,1.651013636,1.61E-06,8.260441623,1.269033521,0.352416849,0.86679035,0.601783485,4.47E-06,7.286080188,1.119498977,0.498113895,0.883375716,0.531545007,6.32E-06,7.93742846,1.1551527,0.451890797,0.971380537,0.526469285,0.021549035,7.552479917,1.128635377,0.580691437,0.414470618,0.190161442,4.84E-06,2.893482518,0.496003718,0.225666879,0.400517769,0.023596683,0.006943355,2.55740549,0.459190417,0.228165971,1
0.735235096,1.268422451,1.80E-06,6.096651161,1.080225523,0.28595757,0.699264133,0.593517015,2.28E-06,5.690505946,0.921321415,0.333317456,0.73344913,0.897177277,3.46E-06,5.905846659,0.962491422,0.333708452,0.754315024,1.003142449,2.68E-06,6.764322674,1.024464483,0.339143264,0.313976193,0.041304592,3.14E-06,2.707310653,0.382106597,0.161552559,0.362598367,0.34135165,1.85E-06,3.24280746,0.439343837,0.205951099,2
0.638790355,1.61606821,1.38E-06,5.010581414,0.845554245,0.307636538,0.732598737,0.316561058,0.010120992,5.838064394,0.8323632,0.394309538,0.654355251,0.38261088,1.74E-06,5.139142038,0.856256024,0.311456071,0.64782711,1.508688879,2.32E-06,4.545376631,0.791907398,0.353214056,0.252758153,0.166502798,6.29E-07,2.196930541,0.315529588,0.12661849,0.323203498,0.604730269,1.60E-06,2.281235901,0.377994455,0.189516403,3
0.669581102,2.448771805,8.63E-07,5.102142379,0.868050034,0.306630382,0.710341673,2.847685777,0.023306116,5.442877728,0.804628489,0.402650557,0.629346102,0.263495262,0.000265659,4.268467248,0.751495343,0.343347224,0.642650171,0.275197976,9.36E-07,4.53926527,0.779717767,0.326540632,0.249590908,0.55331757,6.02E-07,2.231827046,0.335281147,0.112014923,0.371527969,0.244572453,1.91E-07,2.684697315,0.451763758,0.200933934,4
0.55491408,0.119747428,0.000570974,5.148315034,0.766889229,0.235289144,0.527062884,0.082753948,0.00387833,5.037407832,0.677641173,0.262233705,0.578318826,0.160037318,3.13E-06,5.313460218,0.740809753,0.304638678,0.5244813,0.093652544,0.005002079,5.067538185,0.665354243,0.258486713,0.238059579,0.22741134,0.00055959,2.08402712,0.302574528,0.115926099,0.142486506,0.084104225,1.22E-06,1.211622482,0.163184949,0.078181115,0
0.200327704,0.69194717,4.70E-07,1.668466904,0.249897943,0.114390985,0.215393895,0.04925027,2.02E-06,1.438303697,0.258958228,0.118531151,0.264046815,0.050070117,1.80E-06,1.838340849,0.325484251,0.132885839,0.205815873,0.049088473,1.20E-07,1.471980051,0.244959964,0.111483387,0.176692286,0.023723494,1.14E-06,1.163009915,0.200204886,0.102125403,0.07465123,0.119735003,0.001214631,0.522395529,0.073042832,0.048435829,1
0.211421934,0.244152664,3.40E-06,1.288404065,0.228708397,0.133617028,0.190550472,0.058831944,0.004449151,1.091895866,0.186727724,0.128425956,0.236078398,0.388856434,5.44E-07,1.293663917,0.249085322,0.140487353,0.189777793,0.054513471,5.20E-08,1.09162357,0.204029428,0.103735572,0.172309584,0.099530726,1.70E-06,1.070270271,0.203411626,0.098421173,0.070359646,0.098134827,5.99E-07,0.454553336,0.075754848,0.04287464,2
0.196492833,0.357810778,1.69E-06,1.230029365,0.222692098,0.117525932,0.184104171,0.397357736,1.98E-06,0.992630027,0.184077409,0.1252311,0.225352438,0.254663159,1.20E-06,1.571626473,0.249444478,0.139212491,0.198264292,0.353701008,2.47E-07,1.186193816,0.210760881,0.128785732,0.155516435,0.034961676,2.02E-07,0.850027383,0.17209952,0.093357032,0.057699889,0.074948296,3.72E-07,0.402030767,0.062085077,0.036962776,3
0.271026877,0.49263339,1.97E-06,1.469815778,0.259937133,0.192412818,0.303624043,0.194514952,0.007124764,1.651388216,0.260634636,0.217817498,0.280889578,0.558482733,1.46E-06,1.184702535,0.259969666,0.190244623,0.251939247,0.272444192,1.55E-06,1.498793149,0.254995579,0.176476019,0.143251285,0.261311242,0.003009969,0.783385521,0.136039331,0.097435573,0.070694698,0.114652706,0.001285351,0.390577524,0.066005029,0.045673001,4
0.163002583,0.104552909,0.000404049,0.989222467,0.193785624,0.082637978,0.140133735,0.22026207,1.23E-06,0.956164227,0.151976832,0.088416187,0.173798224,0.486403617,1.31E-06,0.919942613,0.200787994,0.088070037,0.167702699,0.318116584,1.74E-06,0.960667058,0.177312077,0.104093892,0.156584381,0.357860954,1.16E-06,1.175553505,0.179391082,0.092395187,0.120817873,0.052434785,2.97E-07,0.588043622,0.128333019,0.06989909,0
0.146711361,0.191821556,1.12E-06,1.414834423,0.185459416,0.067059088,0.12106178,0.145106188,2.70E-06,0.751174961,0.128191784,0.084210915,0.14938309,0.068725452,6.18E-07,1.559082779,0.180088369,0.081856526,0.162804632,0.043887736,3.55E-06,1.484481609,0.184909486,0.089650854,0.14123956,0.103985281,8.07E-08,0.916534543,0.172264955,0.079728538,0.118480664,0.305811436,5.13E-07,0.837100171,0.140533748,0.066034054,1
0.153156543,0.167737139,2.24E-07,1.624265796,0.196238195,0.0812483,0.129691712,0.089808546,4.80E-07,0.992030003,0.147948618,0.077239391,0.181980303,0.303097254,0.00188832,1.991217291,0.181131576,0.124025291,0.171245493,0.147542233,3.06E-07,1.707016552,0.209365279,0.094595838,0.140330391,0.087345826,7.88E-07,1.046474074,0.162665872,0.07985856,0.123716929,0.010940816,1.49E-06,0.690105421,0.132003644,0.077843798,2
0.163414576,0.056431871,1.04E-07,1.181339817,0.184063645,0.100525493,0.132845586,0.280710456,0.001313491,1.132371808,0.150863997,0.073316718,0.163215675,0.083479881,5.88E-07,1.286408647,0.190159928,0.090693202,0.181468631,0.124244682,3.81E-07,1.131808298,0.203334302,0.117304436,0.14953647,0.367958022,4.57E-07,0.909488706,0.158969993,0.101386885,0.139489411,0.205581288,1.84E-07,1.298258414,0.170350166,0.078491916,3
0.186580919,0.86444167,1.64E-06,1.197152669,0.217105719,0.10446856,0.133292187,0.023347216,5.26E-07,0.871964479,0.152194881,0.080252647,0.174192612,0.117773763,5.12E-07,1.076605176,0.185822534,0.102790097,0.169272363,0.310654285,1.10E-06,0.907453372,0.170930806,0.118792891,0.13962312,0.298191787,6.13E-07,0.820158389,0.147616485,0.085107997,0.126822548,0.032632329,5.31E-07,0.857762282,0.132856348,0.085761989,4
0.179988196,0.146308827,1.86E-06,1.286720708,0.195845736,0.118134259,0.132191731,0.034542867,1.35E-06,0.735410637,0.14176446,0.076665387,0.167902406,0.103109289,1.92E-06,1.394216026,0.176543629,0.117037559,0.1826339,0.103814898,3.69E-06,1.268514743,0.196161544,0.115761862,0.157162672,0.0488309,3.96E-06,0.895925346,0.170043387,0.093803044,0.145318309,0.166815978,5.35E-07,1.021623386,0.173063121,0.078925435,0
0.208120953,0.18712161,2.96E-06,1.354467413,0.231476678,0.123030994,0.145089689,0.062229259,0.003801391,0.854548441,0.138372407,0.086422647,0.20402282,0.225104135,3.93E-07,1.720725036,0.219189934,0.130577737,0.191164007,0.14510094,7.26E-07,1.000603226,0.189696271,0.129559101,0.158931806,0.403301852,8.79E-07,1.113051335,0.172860754,0.094815166,0.139757716,0.333618602,7.12E-07,0.813532163,0.147702498,0.092175963,1
0.193001181,0.29162307,0.005408437,1.064500631,0.177987315,0.137441753,0.130803524,0.181988998,6.05E-07,0.900188483,0.137611008,0.085857048,0.179529618,0.054722103,1.82E-06,1.106844388,0.178523024,0.117249305,0.186908549,0.106755362,1.93E-07,1.040964058,0.18921569,0.133822309,0.152465968,0.104490925,1.96E-06,0.968069345,0.172144627,0.094788686,0.13227106,0.130550549,6.06E-07,0.745490078,0.139165209,0.082240118,2
0.187046544,0.126657215,0.00013274,1.175280276,0.193667541,0.124702288,0.153947571,0.000204579,2.40E-05,1.08185039,0.175565783,0.087080727,0.182219037,0.35422454,4.65E-07,1.078840097,0.177984295,0.130810163,0.195254088,0.285176806,4.95E-07,1.252471504,0.203995903,0.128405116,0.139366934,0.09935829,2.26E-06,0.933155842,0.156794624,0.081720626,0.164295335,0.099899338,1.42E-06,0.922767753,0.177416992,0.101196902,3
0.185491311,0.281017089,4.22E-06,1.226323875,0.213299743,0.105885193,0.13112222,0.033229396,1.33E-06,0.978910249,0.152849529,0.078774444,0.17343332,0.1912246,2.19E-06,0.930685634,0.182424768,0.116066072,0.189681448,0.276998463,1.18E-06,1.079941426,0.194932873,0.128128501,0.160165802,0.11295273,1.70E-06,1.014979988,0.178392298,0.096205924,0.148797633,0.074024656,1.45E-06,0.83894976,0.169046693,0.095078405,4
0.190985199,0.144311831,3.17E-06,1.255670714,0.217577013,0.123036447,0.162504395,0.290177382,2.45E-07,1.100300564,0.196226986,0.091048754,0.192555559,0.477005063,3.82E-06,1.391181066,0.226035653,0.126661555,0.194302255,0.158823892,2.31E-06,1.295669151,0.202906596,0.118894256,0.170618637,0.14382061,2.99E-06,0.816286075,0.165996194,0.11065433,0.178503166,0.092538901,0.002961289,1.161847385,0.167806267,0.117199561,0
0.176323621,0.111082531,4.14E-06,1.052612701,0.181041135,0.119118759,0.150210573,0.186739373,8.28E-08,0.824046797,0.154836187,0.099491872,0.178932605,0.071858771,0.002874992,1.180279529,0.168871708,0.118421125,0.174885716,0.204741385,3.28E-07,0.978384445,0.175034707,0.129599766,0.155594239,0.080029276,2.60E-07,1.129488696,0.188386738,0.090592258,0.136508647,0.096407017,7.18E-07,0.938907813,0.154981506,0.082612529,1
0.185044831,0.050154057,3.74E-06,1.078149546,0.196427482,0.130303311,0.146648506,0.043596607,2.68E-06,1.092592037,0.176020708,0.07523105,0.180454562,0.551986621,1.79E-06,1.09220507,0.2046864,0.104987305,0.185615897,0.071949647,1.19E-07,1.006350204,0.193233886,0.124040615,0.169398028,0.152620196,9.86E-07,1.124784784,0.186252588,0.097581848,0.142898693,0.385321016,8.58E-07,0.952603784,0.155816105,0.085418687,2
0.172316609,0.300924963,2.91E-06,1.225339228,0.192183239,0.105176804,0.159917114,0.30107011,0.00030688,1.006252949,0.184711569,0.098084618,0.170723684,0.288862899,5.68E-07,1.141672489,0.177783998,0.116270209,0.189942771,0.264238837,1.21E-06,1.278863069,0.214826824,0.106722439,0.153961314,0.111533864,3.87E-06,0.972718277,0.17519389,0.085276155,0.140113758,0.102903892,6.73E-07,1.026123281,0.154847566,0.085750376,3
0.166362795,0.093134135,2.38E-06,0.944004428,0.180803202,0.096103337,0.145985907,0.038636783,0.004754275,1.030071277,0.156318716,0.085496466,0.172642072,0.263378165,1.34E-06,0.894699156,0.176799272,0.110994131,0.172059019,0.421240066,6.66E-07,0.875497651,0.176965517,0.116288394,0.149768833,0.155044773,3.95E-07,1.204186648,0.171719256,0.088935132,0.146629717,0.121046157,1.10E-06,1.032652437,0.173235381,0.080933492,4
0.180230473,0.459519652,2.08E-06,1.156397642,0.211575086,0.116166818,0.192719241,0.273406054,3.81E-06,1.268084606,0.202341552,0.124067079,0.181963923,0.23074687,6.60E-06,1.083524179,0.185210043,0.124758516,0.1855445,0.325517991,2.75E-06,0.927995814,0.177342173,0.129290047,0.159028916,0.210980708,7.83E-07,1.085866122,0.165277132,0.102397434,0.163455652,0.301238986,0.000152443,1.24333742,0.186783189,0.096911686,0
0.148684261,0.102254415,0.001122796,0.776173943,0.153723118,0.09364364,0.136872792,0.084853104,3.76E-07,1.01927887,0.170399196,0.075323794,0.152024633,0.087628378,1.00E-06,0.983271252,0.171479167,0.094784485,0.164054954,0.044529451,7.68E-07,0.872789942,0.173197649,0.102150621,0.135259107,0.082788223,2.19E-07,0.768308445,0.138548,0.085679345,0.16546597,0.145127348,0.003300423,0.899605596,0.151944266,0.113279615,1
0.163893879,0.034804157,0.003399676,1.401898438,0.167172489,0.110283733,0.145917509,0.323800223,0.001472533,0.986769915,0.131828542,0.100016282,0.144820833,0.185066159,5.60E-06,0.883753542,0.144762699,0.101421376,0.155553916,0.306238237,1.45E-06,0.897320085,0.165169098,0.093692787,0.137910361,0.336020953,0.000346982,0.894209505,0.147870689,0.085173161,0.135902642,0.137431405,2.34E-07,0.88801872,0.145564906,0.08955332,2
0.159645336,0.10625604,0.000534891,0.952113086,0.155403277,0.099944483,0.170013188,0.04694254,0.006320255,0.860347722,0.150968367,0.116171085,0.160275472,0.295593927,1.53E-06,0.813476284,0.169888433,0.100652493,0.166437673,0.259038063,4.99E-08,1.043340289,0.180337589,0.102687455,0.146250935,0.153838203,1.72E-06,0.885043417,0.167668042,0.085789291,0.152731456,0.090358809,0.005678793,0.770201572,0.135747266,0.099064231,3
0.158909542,0.237644547,4.66E-06,1.233565248,0.189063148,0.100386697,0.135977149,0.315517858,4.80E-06,0.72782658,0.140592509,0.08489642,0.153628649,0.241823197,2.10E-07,0.815213129,0.162877414,0.09806041,0.162877086,0.042669947,3.20E-07,1.237548343,0.182853977,0.100900647,0.149037666,0.308985047,9.69E-07,0.963914247,0.169251724,0.08805266,0.131155886,0.211620567,2.85E-07,0.904575134,0.143227339,0.083321757,4
0.256531922,0.006027994,7.59E-06,1.535724236,0.294311621,0.130820638,0.167068454,0.286224069,7.76E-06,1.012890841,0.182449037,0.090961798,0.260380188,0.659501927,7.03E-06,1.49235696,0.271695808,0.156353936,0.26447223,0.332672525,7.71E-06,1.498365602,0.272235678,0.15370321,0.189503395,0.189759595,1.42E-06,1.138521199,0.206828891,0.110771758,0.160393155,0.059814633,3.31E-06,0.89276073,0.166304588,0.088668927,0
0.386086175,0.1776317,1.94E-06,2.508074491,0.453724641,0.216449221,0.192705017,0.062306958,0.002020041,1.064579504,0.198109955,0.125012352,0.388947528,0.302451634,7.31E-07,2.816027138,0.465523977,0.212003491,0.376555529,0.776975803,4.45E-06,2.524374795,0.428815237,0.201873925,0.225362467,0.219453136,4.38E-06,1.288114864,0.232437615,0.148662437,0.179839792,0.198933518,4.68E-06,1.230561826,0.199855333,0.111832248,1
0.157270649,0.139211442,5.48E-06,0.910807583,0.17166687,0.095483551,0.147861312,0.173914301,4.52E-06,0.772937233,0.149221463,0.086748695,0.153710384,0.07098493,2.91E-06,1.3147996,0.190250329,0.088149315,0.15670358,0.256805303,3.24E-07,0.945099047,0.170922543,0.097255829,0.150624404,0.302239442,1.02E-07,1.032958217,0.165013231,0.09623151,0.153375131,0.222791806,0.001266325,0.894247591,0.178914269,0.084528145,2
0.149238075,0.01234252,7.73E-09,0.98000595,0.166131314,0.095178683,0.13493965,0.198512126,2.14E-06,0.816368427,0.147923866,0.088172388,0.146881036,0.363554667,1.27E-06,0.862983786,0.151424854,0.092890205,0.144201861,0.06279978,2.66E-06,0.880369402,0.148097788,0.092774025,0.135409106,0.28392239,7.02E-07,0.958548205,0.15286457,0.078736882,0.153419609,0.06884652,0.006708635,0.800224359,0.135963394,0.108165945,3
0.142880438,0.272106159,3.54E-06,0.879402288,0.160979897,0.07926878,0.141357729,0.323434259,0.005625416,0.791346136,0.130859937,0.095107559,0.142518371,0.064800239,3.06E-07,0.824507597,0.1565735,0.076250552,0.139052345,0.36391091,1.62E-06,0.920517657,0.152956916,0.088562752,0.135427653,0.146363783,7.32E-07,0.984338682,0.156566519,0.078458674,0.124248301,0.073096532,2.78E-07,0.630132239,0.128856688,0.077232006,4
0.165409633,0.079454916,0.000286172,1.115179946,0.196694775,0.094982102,0.151948508,0.031522346,0.00467643,0.781133165,0.151645085,0.092373718,0.140996227,0.043007254,7.13E-07,0.86823643,0.164227985,0.075366076,0.159864491,0.009146222,4.52E-07,1.064587487,0.182168031,0.09103273,0.147093431,0.065940812,1.11E-07,1.098745031,0.187908664,0.073657043,0.143262017,0.167394392,1.85E-06,1.059826603,0.17051691,0.075149457,0
