Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-14 15:38:03.001000,4175.48387097,0,4137.09677419,0,4148.38709677,0,4130.0,0,4132.25806452,0,4176.4516129,0,4200.0,0,4148.06451613,0,4154.83870968,0,4211.29032258,0,4171.61290323,0,4168.38709677,0,4188.70967742,0,4182.58064516,0,0,0,?
2018-08-14 15:38:03.003000,4175.80645161,0,4141.29032258,0,4158.06451613,0,4130.64516129,0,4136.4516129,0,4144.83870968,0,4164.19354839,0,4143.5483871,0,4147.74193548,0,4208.38709677,0,4166.77419355,0,4170.32258065,0,4176.12903226,0,4187.41935484,0,0,0,?
2018-08-14 15:38:03.010000,4184.83870968,0,4139.35483871,0,4164.83870968,0,4131.61290323,0,4118.06451613,0,4156.4516129,0,4202.90322581,0,4131.29032258,0,4132.25806452,0,4207.74193548,0,4179.03225806,0,4171.93548387,0,4183.5483871,0,4207.74193548,0,0,0,?
2018-08-14 15:38:03.015000,4173.5483871,0,4143.22580645,0,4171.93548387,0,4131.29032258,0,4141.61290323,0,4158.38709677,0,4184.19354839,0,4130.32258065,0,4129.35483871,0,4200.0,0,4175.16129032,0,4175.48387097,0,4170.96774194,0,4200.96774194,0,0,0,?
2018-08-14 15:38:03.023000,4200.32258065,0,4153.5483871,0,4166.4516129,0,4130.64516129,0,4096.77419355,0,4145.16129032,0,4158.38709677,0,4132.90322581,0,4148.70967742,0,4185.16129032,0,4153.5483871,0,4170.96774194,0,4192.58064516,0,4172.25806452,0,0,0,?
2018-08-14 15:38:03.025000,4187.09677419,0,4139.67741935,0,4177.74193548,0,4130.0,0,4146.4516129,0,4183.87096774,0,4209.35483871,0,4129.03225806,0,4154.83870968,0,4222.90322581,0,4134.51612903,0,4169.35483871,0,4176.12903226,0,4207.74193548,0,0,0,?
2018-08-14 15:38:03.040000,4186.4516129,0,4140.0,0,4152.90322581,0,4131.93548387,0,4138.06451613,0,4181.29032258,0,4197.09677419,0,4129.03225806,0,4150.0,0,4217.74193548,0,4175.48387097,0,4129.03225806,0,4171.29032258,0,4208.06451613,0,0,0,?
2018-08-14 15:38:03.044000,4175.48387097,0,4144.83870968,0,4153.5483871,0,4130.0,0,4145.80645161,0,4180.32258065,0,4183.87096774,0,4132.90322581,0,4155.80645161,0,4197.74193548,0,4163.22580645,0,4176.4516129,0,4206.77419355,0,4195.48387097,0,0,0,?
2018-08-14 15:38:03.057000,4206.12903226,0,4143.5483871,0,4148.38709677,0,4177.41935484,0,4146.77419355,0,4187.09677419,0,4188.70967742,0,4130.64516129,0,4154.51612903,0,4178.06451613,0,4141.93548387,0,4168.06451613,0,4197.74193548,0,4163.22580645,0,0,0,?
2018-08-14 15:38:03.059000,4184.51612903,0,4146.12903226,0,4171.29032258,0,4130.96774194,0,4130.0,0,4151.93548387,0,4166.12903226,0,4130.96774194,0,4152.90322581,0,4166.4516129,0,4113.5483871,0,4160.96774194,0,4178.70967742,0,4176.12903226,0,0,0,?
2018-08-14 15:38:03.075000,4184.19354839,0,4140.64516129,0,4167.74193548,0,4132.25806452,0,4161.29032258,0,4137.74193548,0,4199.35483871,0,4133.87096774,0,4155.48387097,0,4223.22580645,0,4170.32258065,0,4167.41935484,0,4165.80645161,0,4185.80645161,0,0,0,?
2018-08-14 15:38:03.077000,4176.4516129,0,4152.25806452,0,4167.41935484,0,4130.32258065,0,4124.19354839,0,4134.51612903,0,4194.19354839,0,4135.48387097,0,4154.19354839,0,4215.48387097,0,4170.96774194,0,4132.90322581,0,4161.61290323,0,4201.61290323,0,0,0,?
2018-08-14 15:38:03.088000,4193.87096774,0,4148.70967742,0,4134.19354839,0,4133.22580645,0,4118.06451613,0,4162.90322581,0,4177.09677419,0,4133.22580645,0,4152.25806452,0,4184.19354839,0,4139.67741935,0,4178.38709677,0,4186.77419355,0,4168.06451613,0,0,0,?
2018-08-14 15:38:03.089000,4195.80645161,0,4139.67741935,0,4140.96774194,0,4137.41935484,0,4160.32258065,0,4170.0,0,4209.35483871,0,4133.5483871,0,4150.0,0,4215.16129032,0,4168.06451613,0,4174.51612903,0,4162.90322581,0,4158.38709677,0,0,0,?
2018-08-14 15:38:03.106000,4206.4516129,0,4150.0,0,4158.70967742,0,4134.51612903,0,4137.41935484,0,4130.64516129,0,4171.29032258,0,4137.74193548,0,4151.93548387,0,4241.61290323,0,4138.38709677,0,4133.5483871,0,4186.4516129,0,4171.61290323,0,0,0,?
2018-08-14 15:38:03.108000,4203.5483871,0,4140.32258065,0,4193.5483871,0,4176.77419355,0,4135.80645161,0,4147.41935484,0,4164.51612903,0,4139.03225806,0,4150.0,0,4196.12903226,0,4141.93548387,0,4178.38709677,0,4184.51612903,0,4178.38709677,0,0,0,?
2018-08-14 15:38:03.121000,4186.12903226,0,4143.87096774,0,4180.0,0,4177.74193548,0,4126.77419355,0,4155.48387097,0,4182.90322581,0,4138.70967742,0,4148.06451613,0,4209.03225806,0,4150.0,0,4175.16129032,0,4197.41935484,0,4210.32258065,0,0,0,?
2018-08-14 15:38:03.122000,4207.41935484,0,4151.61290323,0,4162.58064516,0,4132.25806452,0,4134.83870968,0,4154.19354839,0,4195.48387097,0,4139.67741935,0,4149.03225806,0,4221.61290323,0,4151.29032258,0,4131.29032258,0,4210.0,0,4164.19354839,0,0,0,?
2018-08-14 15:38:03.137000,4204.83870968,0,4149.67741935,0,4154.51612903,0,4132.25806452,0,4152.25806452,0,4155.80645161,0,4184.19354839,0,4136.4516129,0,4152.90322581,0,4202.25806452,0,4130.64516129,0,4131.61290323,0,4187.41935484,0,4147.74193548,0,0,0,?
2018-08-14 15:38:03.141000,4198.38709677,0,4156.4516129,0,4138.70967742,0,4131.29032258,0,4123.87096774,0,4138.06451613,0,4179.67741935,0,4136.77419355,0,4158.70967742,0,4216.4516129,0,4168.70967742,0,4179.03225806,0,4172.25806452,0,4150.64516129,0,0,0,?
2018-08-14 15:38:03.151000,4187.74193548,0,4154.19354839,0,4161.61290323,0,4132.90322581,0,4130.96774194,0,4156.4516129,0,4173.87096774,0,4138.70967742,0,4145.48387097,0,4198.70967742,0,4169.35483871,0,4176.77419355,0,4177.09677419,0,4195.80645161,0,0,0,?
2018-08-14 15:38:03.155000,4206.77419355,0,4162.90322581,0,4129.35483871,0,4134.19354839,0,4112.25806452,0,4140.0,0,4175.16129032,0,4129.03225806,0,4139.03225806,0,4170.32258065,0,4122.25806452,0,4177.09677419,0,4190.96774194,0,4150.0,0,0,0,?
