Timestamp,F3 Value,F3 Quality,FC5 Value,FC5 Quality,F7 Value,F7 Quality,T7 Value,T7 Quality,P7 Value,P7 Quality,O1 Value,O1 Quality,O2 Value,O2 Quality,P8 Value,P8 Quality,T8 Value,T8 Quality,F8 Value,F8 Quality,AF4 Value,AF4 Quality,FC6 Value,FC6 Quality,F4 Value,F4 Quality,AF3 Value,AF3 Quality,X Value,Y Value,Z Value
2018-08-20 07:46:25.622000,4175.16129032,0,3811.29032258,0,4012.90322581,0,3830.64516129,0,3854.19354839,0,4144.83870968,0,4176.12903226,0,4175.48387097,0,3782.25806452,0,3880.0,0,4135.80645161,0,3879.35483871,0,4171.61290323,0,4159.35483871,0,0,0,?
2018-08-20 07:46:25.624000,4211.61290323,0,4005.80645161,0,4164.83870968,0,3945.48387097,0,4006.77419355,0,4145.80645161,0,4146.12903226,0,4170.32258065,0,4005.48387097,0,4022.90322581,0,4216.12903226,0,4054.83870968,0,4176.77419355,0,4164.83870968,0,0,0,?
2018-08-20 07:46:25.634000,4122.58064516,0,3912.58064516,0,4036.77419355,0,3910.0,0,3906.77419355,0,4159.35483871,0,4146.77419355,0,4139.03225806,0,3914.19354839,0,3948.06451613,0,4102.90322581,0,3940.0,0,4106.12903226,0,4154.51612903,0,0,0,?
2018-08-20 07:46:25.638000,4210.32258065,0,4077.09677419,0,4139.67741935,0,4117.41935484,0,4094.83870968,0,4135.80645161,0,4155.80645161,0,4183.22580645,0,4078.70967742,0,4038.06451613,0,4227.41935484,0,4044.19354839,0,4179.03225806,0,4166.12903226,0,0,0,?
2018-08-20 07:46:25.650000,4138.70967742,0,3890.64516129,0,3989.03225806,0,3910.0,0,3876.12903226,0,4155.80645161,0,4178.06451613,0,4178.06451613,0,3882.25806452,0,3859.35483871,0,4134.19354839,0,3892.90322581,0,4110.96774194,0,4153.87096774,0,0,0,?
2018-08-20 07:46:25.651000,4157.74193548,0,3854.51612903,0,4019.03225806,0,3829.67741935,0,3825.48387097,0,4140.32258065,0,4168.70967742,0,4176.77419355,0,3806.77419355,0,3859.03225806,0,4156.4516129,0,3875.16129032,0,4160.96774194,0,4140.32258065,0,0,0,?
2018-08-20 07:46:25.665000,4198.70967742,0,3993.22580645,0,4143.87096774,0,4005.80645161,0,3988.38709677,0,4148.38709677,0,4142.58064516,0,4168.06451613,0,3969.35483871,0,4016.12903226,0,4218.70967742,0,4073.5483871,0,4180.32258065,0,4200.32258065,0,0,0,?
2018-08-20 07:46:25.669000,4138.38709677,0,3907.74193548,0,4051.29032258,0,3909.67741935,0,3923.5483871,0,4165.16129032,0,4149.35483871,0,4175.80645161,0,3908.38709677,0,3918.38709677,0,4129.03225806,0,3951.93548387,0,4143.87096774,0,4130.96774194,0,0,0,?
2018-08-20 07:46:25.682000,4194.51612903,0,4082.25806452,0,4120.96774194,0,4040.0,0,4015.48387097,0,4130.64516129,0,4167.41935484,0,4182.90322581,0,4025.48387097,0,4032.58064516,0,4219.03225806,0,4001.93548387,0,4180.0,0,4199.03225806,0,0,0,?
2018-08-20 07:46:25.685000,4161.93548387,0,3911.61290323,0,3979.35483871,0,3886.4516129,0,3911.93548387,0,4151.93548387,0,4131.29032258,0,4178.70967742,0,3906.4516129,0,3880.64516129,0,4120.32258065,0,3874.19354839,0,4137.41935484,0,4154.83870968,0,0,0,?
